"Study","Site","Study_length","UniqueID","BlockUnique","Block","PlotUnique","Plot","SppN","Plot_Biomassxbar","Plot_Biomasssd","Plot_TempStab","Plot_Asynchrony","Hill_0","Hill_1","Hill_2","FDis3","RaoQ3","FRic3","FDis4","RaoQ4","FRic4","SLA","LDMC","LeafN","LeafP","PCAdim1_3trts","PCAdim1_4trts","PCAdim1_4trts_site","PCAdim1_3trts_site","eMPD","eMNTD","ePSE","sMPD","sMNTD","sPSV"
"AgDiv","AgDiv_Italy",3,"AgDiv_AgDiv_Italy_1_26","1_AgDiv_Italy","1","26_AgDiv_Italy","26",4,123.547244366667,72.8019588771348,1.69703186936457,-0.382316189697732,2.33333333333333,1.65185052346247,1.42489792071777,0.647144926020052,0.921095628240695,1.72027577253149,0.710487935301212,1.13386712055784,2.39569488153637,22.3397029253302,0.265096527600391,2.90852254283488,0.239409826952007,0.786679571699248,0.942921910716731,0.672091500938438,0.520220804459175,4.55599392427291,6.98064617677376,0.37957031778044,10.9698788735351,7.03587501631687,0.565302617702453
"AgDiv","AgDiv_Italy",3,"AgDiv_AgDiv_Italy_1_27","1_AgDiv_Italy","1","27_AgDiv_Italy","27",1,1.00333333333333,1.48202155139117,0.67700320038633,NA,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0,0,0,0,8.35343840808733,0.0659497225787137,0.81161111111111,0.0643333333333333,-2.02910762224841,-2.89730692960531,-3.60183863871898,-3.05683585611666,0,0,0,0,0,0
"AgDiv","AgDiv_Italy",3,"AgDiv_AgDiv_Italy_1_28","1_AgDiv_Italy","1","28_AgDiv_Italy","28",1,69.4970398,72.6894890109347,0.956081006286143,NA,0.666666666666667,0.666666666666667,0.666666666666667,0,0,0,0,0,0,16.4799242260199,0.175103033702154,1.56547510955695,0.168991131539126,-0.784975488738654,-0.96411204093965,-1.33541006112848,-1.26133783876992,0,0,0,0,0,0
"AgDiv","AgDiv_Italy",3,"AgDiv_AgDiv_Italy_1_29","1_AgDiv_Italy","1","29_AgDiv_Italy","29",1,0.0633333333333333,0.0935495331442929,0.67700320038633,NA,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0,0,0,0,9.28324629285093,0.0746883333333333,1.35541523968254,0.0651391266875,-1.46435837060414,-2.42436930740515,-3.24892628031739,-2.64555090153498,0,0,0,0,0,0
"AgDiv","AgDiv_Italy",3,"AgDiv_AgDiv_Italy_1_3","1_AgDiv_Italy","1","3_AgDiv_Italy","3",4,134.3533536,71.9926989919895,1.86620803888668,-0.45630483137241,2.66666666666667,2.04467970876891,1.88985625421822,1.08266785773768,1.43116365071716,3.44055154506297,1.23068427400518,1.85410092489436,4.79138976307274,21.7552025028872,0.267430219684965,3.03778069586669,0.237703252888065,0.82497649265157,0.959578221796431,0.689681175951261,0.556972228002106,8.12556269323011,13.5004027995074,0.724815758498242,17.4383192746073,13.504315417389,0.898635951035786
"AgDiv","AgDiv_Italy",3,"AgDiv_AgDiv_Italy_1_30","1_AgDiv_Italy","1","30_AgDiv_Italy","30",1,128.3043461,30.1185651930229,4.25997537657346,NA,1,1,1,0,0,0,0,0,0,16.6161525486505,0.280385964912281,4.19095833333333,0.215416666666667,1.20355006334766,1.07769869232912,0.754575890140223,0.834668547263006,0,0,0,0,0,0
"AgDiv","AgDiv_Italy",3,"AgDiv_AgDiv_Italy_1_4","1_AgDiv_Italy","1","4_AgDiv_Italy","4",4,153.366414466667,62.052936699986,2.47154160016896,-0.959116756366825,2.66666666666667,1.75357288051758,1.5308124408208,0.845059260644178,1.09774246785458,3.44055154506297,0.952822391926038,1.4060605469337,4.79138976307274,21.7844251399979,0.268422210697177,3.02612072221345,0.238905262496286,0.814469033970511,0.961296709799812,0.701135757755736,0.560398124655663,6.3580506059244,13.4469870371195,0.567716381687599,17.4383192746073,13.504315417389,0.898635951035786
"AgDiv","AgDiv_Italy",3,"AgDiv_AgDiv_Italy_1_5","1_AgDiv_Italy","1","5_AgDiv_Italy","5",4,147.953638466667,75.306551218971,1.96468482584547,0.0535705534895302,2.66666666666667,1.95901170677302,1.78879228227205,1.09605068133644,1.41128258775985,3.44055154506297,1.24041613467078,1.81614583511747,4.79138976307274,21.3162764939876,0.269564395554641,3.14194748448003,0.236647141987601,0.858725310255088,0.978146120682645,0.709804205322427,0.590902181683159,8.26652481709737,13.4599844175307,0.754601225052639,17.4383192746073,13.504315417389,0.898635951035786
"AgDiv","AgDiv_Italy",3,"AgDiv_AgDiv_Italy_1_6","1_AgDiv_Italy","1","6_AgDiv_Italy","6",4,111.424298733333,51.9768574564511,2.14372903992302,-0.581875624823829,2.66666666666667,2.0199306026161,1.77138517785667,1.09023822135372,1.47021014554729,3.44055154506297,1.21190840439275,1.83672637721994,4.79138976307274,20.6708758094704,0.269138306842193,3.31994688030249,0.231358948122866,0.943235575179786,1.00198022947627,0.702178297933145,0.628001112843987,7.73107049932131,13.4301391579396,0.724229712322035,17.4383192746073,13.504315417389,0.898635951035786
"AgDiv","AgDiv_Italy",3,"AgDiv_AgDiv_Italy_1_7","1_AgDiv_Italy","1","7_AgDiv_Italy","7",4,85.3472618,48.137560670178,1.7729868446133,-0.185820599285541,3,1.87295246415969,1.70556333995941,1.01554672212406,1.35625206057184,2.92164315292701,1.13508546721654,1.68590123766475,4.07620161570797,22.1187419387714,0.249772576457244,3.01790597488224,0.222717765147409,0.912944725450912,0.902916741924189,0.493808240304705,0.449318702038626,7.54391622456274,10.0754349455875,0.644417152691545,15.4302624118879,9.48820169195027,0.79515624865464
"AgDiv","AgDiv_Italy",3,"AgDiv_AgDiv_Italy_1_8","1_AgDiv_Italy","1","8_AgDiv_Italy","8",4,144.457192966667,51.7356709384105,2.79221647939268,-0.765819065073768,2.66666666666667,1.82827830963746,1.65774250224149,0.972573966191821,1.2836763151306,3.44055154506297,1.08448649374043,1.60296480706586,4.79138976307274,19.6269711197227,0.272396163616755,3.5469613731819,0.227539364919689,1.0114413395795,1.02491069823003,0.721036895946956,0.685198145351005,6.84687879779787,13.3995977320576,0.673545384890272,17.4383192746073,13.504315417389,0.898635951035786
"AgDiv","AgDiv_Italy",3,"AgDiv_AgDiv_Italy_1_9","1_AgDiv_Italy","1","9_AgDiv_Italy","9",4,136.1010246,76.6686502055147,1.77518482763389,-0.603992481899391,2.66666666666667,1.86585772803884,1.73488851417693,0.932560751317337,1.20654032611084,3.44055154506297,1.06447939741196,1.57058114799221,4.79138976307274,22.3608384019313,0.267108457346008,2.90108263338329,0.241456695395235,0.775360522861844,0.951259268809835,0.69689601813363,0.532433861885552,7.10263596692854,13.5234161273942,0.622732989518478,17.4383192746073,13.504315417389,0.898635951035786
"AgDiv","AgDiv_Lithuania_a",3,"AgDiv_AgDiv_Lithuania_a_1_1","1_AgDiv_Lithuania_a","1","1_AgDiv_Lithuania_a","1",4,74.1333333333333,58.1503239001897,1.27485675678397,0.747583558099923,4,2.84250291111995,2.48661659695329,1.23880502691466,1.71358044498932,4.08672836022385,1.51182978424156,2.56975342063622,5.45354614938557,25.7328278292867,0.235409266279618,2.92628466847486,0.314314858985171,1.30851494977492,1.98809179749977,0.888942804879978,0.597118798113272,7.40259802024884,2.31892372076043,0.508630111828768,13.7839323586283,2.54115466945213,0.710317145193332
"AgDiv","AgDiv_Lithuania_a",3,"AgDiv_AgDiv_Lithuania_a_1_10","1_AgDiv_Lithuania_a","1","10_AgDiv_Lithuania_a","10",4,116.251,84.9978553868486,1.3676933314483,-0.438461139290499,3.33333333333333,2.06313139570037,1.92949021559105,0.599682994203764,0.901695801391931,2.72448557348257,0.654799652380487,1.09450055199252,3.63569743292371,25.0682029094593,0.255575125002868,2.68413270959794,0.260450338120065,0.941847165144456,1.24686886240374,-0.977398979277374,-0.851897446754677,4.23961692205429,7.98499958222523,0.298436044950036,13.7839323586283,6.28874723251085,0.710317145193332
"AgDiv","AgDiv_Lithuania_a",3,"AgDiv_AgDiv_Lithuania_a_1_11","1_AgDiv_Lithuania_a","1","11_AgDiv_Lithuania_a","11",4,147.783333333333,82.0144210526787,1.80191887519892,0.118509646532311,4,2.35081215390764,2.04675886376927,0.842155333551043,1.16518955249101,4.08672836022385,0.98922945521157,1.66155248958311,5.45354614938557,25.1520453832916,0.251596318200391,2.67353056943355,0.275203257406936,0.956421639854034,1.37994475696688,-0.635061578095894,-0.655171350227528,4.99938681444432,2.22535465769471,0.343506248421227,13.7839323586283,2.54115466945213,0.710317145193332
"AgDiv","AgDiv_Lithuania_a",3,"AgDiv_AgDiv_Lithuania_a_1_12","1_AgDiv_Lithuania_a","1","12_AgDiv_Lithuania_a","12",1,68.9386666666667,37.207293178851,1.85282671156127,NA,1,1,1,0,0,0,0,0,0,26.694146510059,0.204654500509617,2.68990462833321,0.41053610086913,1.32006406409405,2.78719662953016,3.51188272617449,2.25718040886778,0,0,0,0,0,0
"AgDiv","AgDiv_Lithuania_a",3,"AgDiv_AgDiv_Lithuania_a_1_13","1_AgDiv_Lithuania_a","1","13_AgDiv_Lithuania_a","13",1,194.883333333333,90.014266478692,2.16502717799146,NA,1,1,1,0,0,0,0,0,0,24.7198863390298,0.262654550553231,2.34821266433543,0.253486697308689,0.575244389650014,0.890851199351255,-1.73478863981536,-1.66826802772767,0,0,0,0,0,0
"AgDiv","AgDiv_Lithuania_a",3,"AgDiv_AgDiv_Lithuania_a_1_14","1_AgDiv_Lithuania_a","1","14_AgDiv_Lithuania_a","14",1,40.635,27.932954470563,1.45473333452152,NA,1,1,1,0,0,0,0,0,0,25.0306036309531,0.259184202506662,3.91860649264075,0.223019486283238,2.02818936250812,1.82608444163951,-0.843103680572404,0.0239165002895963,0,0,0,0,0,0
"AgDiv","AgDiv_Lithuania_a",3,"AgDiv_AgDiv_Lithuania_a_1_15","1_AgDiv_Lithuania_a","1","15_AgDiv_Lithuania_a","15",1,27.9663333333333,28.1612450697548,0.993078724469083,NA,1,1,1,0,0,0,0,0,0,27.2467010699297,0.220151837524323,4.39116515566846,0.266285905052619,2.8510218600502,2.85012422277149,2.86679807417051,3.62780546603777,0,0,0,0,0,0
"AgDiv","AgDiv_Lithuania_a",3,"AgDiv_AgDiv_Lithuania_a_1_16","1_AgDiv_Lithuania_a","1","16_AgDiv_Lithuania_a","16",4,63.8006666666667,44.3814234794312,1.43755341007112,0.615744207972863,4,3.09266507340798,2.77459504795579,1.27977753177055,1.80548129944659,4.08672836022385,1.54353664181356,2.63149543922007,5.45354614938557,25.7626981690974,0.236150496244166,3.09922495740006,0.305580386787145,1.46400969337803,2.04317581445779,0.891402012811047,0.741976849939261,8.81968787248543,2.42064048963807,0.605997896496114,13.7839323586283,2.54115466945213,0.710317145193332
"AgDiv","AgDiv_Lithuania_a",3,"AgDiv_AgDiv_Lithuania_a_1_17","1_AgDiv_Lithuania_a","1","17_AgDiv_Lithuania_a","17",4,100.881666666667,41.2065485381176,2.44819501379368,-0.479562547292591,4,1.86529393355899,1.56567953431142,0.60695643661154,0.849113876211015,4.08672836022385,0.700154630504492,1.16845656565295,5.45354614938557,25.005016516066,0.255317694297556,2.5208922489531,0.268758319385933,0.789371783021245,1.19079613130128,-1.02084689302666,-1.03346002408354,3.00755029203121,2.14689366798408,0.206647806240742,13.7839323586283,2.54115466945213,0.710317145193332
"AgDiv","AgDiv_Lithuania_a",3,"AgDiv_AgDiv_Lithuania_a_1_18","1_AgDiv_Lithuania_a","1","18_AgDiv_Lithuania_a","18",4,182.24,102.80888819022,1.77260938434442,0.109528641241741,3.66666666666667,2.34791915652707,2.03593484073755,0.931897448042789,1.24517468570771,3.39131791087962,1.11707404787262,1.85962536927731,4.48013204434232,25.2187020956754,0.249214636236907,2.71725573884503,0.282074863219313,1.01185280792521,1.48159899597826,-0.410417395115625,-0.481559641658639,5.7410611747513,2.79800022115405,0.406004848649055,13.7317816456588,4.31064952504243,0.707629701248272
"AgDiv","AgDiv_Lithuania_a",3,"AgDiv_AgDiv_Lithuania_a_1_19","1_AgDiv_Lithuania_a","1","19_AgDiv_Lithuania_a","19",4,61.615,35.267227382837,1.74708942472709,0.485428664689404,4,2.56964480822116,2.01637406798871,1.06001540259423,1.53778792621352,4.08672836022385,1.23346039909387,2.07940830583591,5.45354614938557,25.5073881178435,0.242790316209533,2.75316376312981,0.294916476262548,1.10087744129814,1.65941692486929,0.177262840786448,0.0115651530517193,5.8274732947861,2.23322693566444,0.400403802218965,13.7839323586283,2.54115466945213,0.710317145193332
"AgDiv","AgDiv_Lithuania_a",3,"AgDiv_AgDiv_Lithuania_a_1_2","1_AgDiv_Lithuania_a","1","2_AgDiv_Lithuania_a","2",4,117.51,105.868679203831,1.10996000784855,0.407455993681955,4,2.10739655178532,1.87871705073175,0.639964635798886,0.867060548589968,4.08672836022385,0.731146687449293,1.18623558632051,5.45354614938557,25.0194240204317,0.255560670845779,2.670972716684,0.263951151256531,0.924379054209258,1.26147123337158,-0.985950910447365,-0.904150337030682,4.71489672425963,2.23799532729683,0.323959026487927,13.7839323586283,2.54115466945213,0.710317145193332
"AgDiv","AgDiv_Lithuania_a",3,"AgDiv_AgDiv_Lithuania_a_1_20","1_AgDiv_Lithuania_a","1","20_AgDiv_Lithuania_a","20",4,149.363333333333,72.3558139064209,2.06428931234894,-0.114996728564905,4,2.15963082301285,1.83094668212574,0.831969118497781,1.16253599760092,4.08672836022385,0.989064482322196,1.66701235388882,5.45354614938557,25.1900442800971,0.250069963609453,2.57747060230787,0.282097325585398,0.880459257131726,1.37455337513796,-0.536240388511315,-0.651414201484909,3.63109530069972,2.16188561090857,0.249491381782977,13.7839323586283,2.54115466945213,0.710317145193332
"AgDiv","AgDiv_Lithuania_a",3,"AgDiv_AgDiv_Lithuania_a_1_21","1_AgDiv_Lithuania_a","1","21_AgDiv_Lithuania_a","21",4,140.076666666667,80.5933903598612,1.7380664349918,-0.388605186801005,4,1.88023634878681,1.64522967055421,0.671022987094514,0.950982564993011,4.08672836022385,0.780318028790111,1.30859558455154,5.45354614938557,25.0754397123859,0.253393447585651,2.5405368176228,0.273499980204709,0.822090987479781,1.25638714203012,-0.843280746709044,-0.892083041389235,3.17580840672501,2.15125861207613,0.218208766792525,13.7839323586283,2.54115466945213,0.710317145193332
"AgDiv","AgDiv_Lithuania_a",3,"AgDiv_AgDiv_Lithuania_a_1_22","1_AgDiv_Lithuania_a","1","22_AgDiv_Lithuania_a","22",4,142.894545454545,80.7965640808613,1.76857205600397,-0.414427952207289,3.66666666666667,2.17333034078823,1.8261726214463,0.877834222590058,1.17799136635378,3.39131791087962,1.06276248603433,1.76403088633671,4.48013204434232,25.4115081413794,0.243598008969371,2.71115624299629,0.297865770696903,1.04913670749309,1.64157750660877,0.0837245068354244,-0.132713884638713,5.3580887675768,3.48450013487371,0.388633358155921,13.7317816456588,4.31064952504243,0.707629701248272
"AgDiv","AgDiv_Lithuania_a",3,"AgDiv_AgDiv_Lithuania_a_1_23","1_AgDiv_Lithuania_a","1","23_AgDiv_Lithuania_a","23",4,68.0216666666667,41.5375012014518,1.63759650193617,0.566174303100074,4,3.01702984664695,2.64157810590689,1.20386081237892,1.73320796550266,4.08672836022385,1.44256043278344,2.46120666022528,5.45354614938557,26.1426338977808,0.227741659526226,3.13813521632024,0.322395234055097,1.57354666761205,2.27026669316392,1.65792320009282,1.38246012546774,6.79556425208515,2.39791709699678,0.466921018272644,13.7839323586283,2.54115466945213,0.710317145193332
"AgDiv","AgDiv_Lithuania_a",3,"AgDiv_AgDiv_Lithuania_a_1_24","1_AgDiv_Lithuania_a","1","24_AgDiv_Lithuania_a","24",4,162.457333333333,86.0915569351324,1.88702979847072,0.0321180018814955,4,1.98790949300849,1.73192985911595,0.639627069290583,0.850202643874043,4.08672836022385,0.729768444751679,1.17846921347236,5.45354614938557,24.9858621733632,0.255926081478362,2.6010168831477,0.265537764301126,0.856578374760239,1.21921537413702,-1.04559256944732,-1.00350490307507,4.37029870355084,2.19910736000701,0.300281808120855,13.7839323586283,2.54115466945213,0.710317145193332
"AgDiv","AgDiv_Lithuania_a",3,"AgDiv_AgDiv_Lithuania_a_1_25","1_AgDiv_Lithuania_a","1","25_AgDiv_Lithuania_a","25",4,150.656666666667,69.5057126930564,2.16754365690746,-0.431744599069335,3.66666666666667,1.93245459133701,1.75222517587325,0.593301984364258,0.919971452227299,3.52677118113759,0.658351385659057,1.14373400920733,4.8916693382663,25.0994555839361,0.254441807331644,2.60607209739361,0.265488457355345,0.879781463083058,1.23757306315311,-0.906134693432933,-0.852122985179336,3.48829660771896,2.30678910396986,0.24222621626338,13.7317816456588,4.31064952504243,0.707629701248272
"AgDiv","AgDiv_Lithuania_a",3,"AgDiv_AgDiv_Lithuania_a_1_26","1_AgDiv_Lithuania_a","1","26_AgDiv_Lithuania_a","26",4,153.562666666667,80.2294285673432,1.91404412830597,0.00564233247961964,4,2.30825450735976,2.04531791082298,0.759461922075407,0.979952849120895,4.08672836022385,0.855456845302296,1.31943000314848,5.45354614938557,25.0554040365485,0.254859554661806,2.75455407422029,0.263659193063121,1.00584115602795,1.32552275564163,-0.892680255661911,-0.780076382759307,6.27166093559188,2.2857297267582,0.430923791119889,13.7839323586283,2.54115466945213,0.710317145193332
"AgDiv","AgDiv_Lithuania_a",3,"AgDiv_AgDiv_Lithuania_a_1_27","1_AgDiv_Lithuania_a","1","27_AgDiv_Lithuania_a","27",1,58.9866666666667,33.0770399173954,1.78331153011202,NA,1,1,1,0,0,0,0,0,0,26.694146510059,0.204654500509617,2.68990462833321,0.41053610086913,1.32006406409405,2.78719662953016,3.51188272617449,2.25718040886778,0,0,0,0,0,0
"AgDiv","AgDiv_Lithuania_a",3,"AgDiv_AgDiv_Lithuania_a_1_28","1_AgDiv_Lithuania_a","1","28_AgDiv_Lithuania_a","28",1,152.076666666667,75.5716138787735,2.01235171331152,NA,1,1,1,0,0,0,0,0,0,24.7198863390298,0.262654550553231,2.34821266433543,0.253486697308689,0.575244389650014,0.890851199351255,-1.73478863981536,-1.66826802772767,0,0,0,0,0,0
"AgDiv","AgDiv_Lithuania_a",3,"AgDiv_AgDiv_Lithuania_a_1_29","1_AgDiv_Lithuania_a","1","29_AgDiv_Lithuania_a","29",1,45.873,18.5102339654188,2.47825068476718,NA,1,1,1,0,0,0,0,0,0,25.0306036309531,0.259184202506662,3.91860649264075,0.223019486283238,2.02818936250812,1.82608444163951,-0.843103680572404,0.0239165002895963,0,0,0,0,0,0
"AgDiv","AgDiv_Lithuania_a",3,"AgDiv_AgDiv_Lithuania_a_1_3","1_AgDiv_Lithuania_a","1","3_AgDiv_Lithuania_a","3",4,162.711666666667,89.9229933517192,1.80945563088905,0.1772175846032,3.33333333333333,2.03805450029194,1.83850810742071,0.715914562737763,0.920881430517855,4.08672836022385,0.854270093262866,1.3705400366045,5.45354614938557,25.1008801183733,0.252696076743695,2.70952374690245,0.272378680998343,0.978649259911756,1.37494806597478,-0.720678149138493,-0.70594459731096,5.29641239234224,2.2543352251444,0.365330396617016,9.87988765666099,2.38470253054354,0.509132910153707
"AgDiv","AgDiv_Lithuania_a",3,"AgDiv_AgDiv_Lithuania_a_1_30","1_AgDiv_Lithuania_a","1","30_AgDiv_Lithuania_a","30",1,28.2443333333333,6.53816189534161,4.31991954091213,NA,1,1,1,0,0,0,0,0,0,27.2467010699297,0.220151837524323,4.39116515566846,0.266285905052619,2.8510218600502,2.85012422277149,2.86679807417051,3.62780546603777,0,0,0,0,0,0
"AgDiv","AgDiv_Lithuania_a",3,"AgDiv_AgDiv_Lithuania_a_1_4","1_AgDiv_Lithuania_a","1","4_AgDiv_Lithuania_a","4",4,97.182,72.7206259198985,1.33637463609081,0.351473409091089,4,2.17001937408571,1.82341267457057,0.766239782281589,1.08969587893018,4.08672836022385,0.89370674290519,1.49198869357018,5.45354614938557,25.2461408401365,0.249624404951796,2.7077496935766,0.278377764641667,1.00513283980148,1.44566830550091,-0.445760057879617,-0.47977012011936,5.24559252210628,2.23490185977257,0.360422962833984,13.7839323586283,2.54115466945213,0.710317145193332
"AgDiv","AgDiv_Lithuania_a",3,"AgDiv_AgDiv_Lithuania_a_1_5","1_AgDiv_Lithuania_a","1","5_AgDiv_Lithuania_a","5",4,110.589333333333,61.0015011519215,1.81289527708368,-0.172075779269382,4,2.39248407937079,2.07338039400155,0.846935934483871,1.12424806734428,4.08672836022385,0.973691152972911,1.57458422447647,5.45354614938557,25.1147460720162,0.252678910281629,2.71170813442141,0.2715181620318,0.982298987111671,1.37082991814906,-0.717002779180588,-0.691673650713737,6.03836287626185,2.25336501250334,0.414893957042463,13.7839323586283,2.54115466945213,0.710317145193332
"AgDiv","AgDiv_Lithuania_a",3,"AgDiv_AgDiv_Lithuania_a_1_6","1_AgDiv_Lithuania_a","1","6_AgDiv_Lithuania_a","6",4,96.6673333333333,57.0134708250178,1.69551742657483,-0.0157282919376978,4,2.11616113910362,1.83584799030312,0.760974501337507,1.10529000838528,4.08672836022385,0.888160438402664,1.52017244985835,5.45354614938557,25.1817811843219,0.251623987666937,2.74301038401713,0.271893846185288,1.02194629550858,1.40618224728915,-0.609328279906037,-0.572706127934367,5.13520162010734,2.26375858856884,0.352838039719826,13.7839323586283,2.54115466945213,0.710317145193332
"AgDiv","AgDiv_Lithuania_a",3,"AgDiv_AgDiv_Lithuania_a_1_7","1_AgDiv_Lithuania_a","1","7_AgDiv_Lithuania_a","7",4,122.285333333333,57.464828296546,2.12800311004642,0.288801457731728,4,2.27923882349273,1.92765986860512,0.916617029176842,1.22764553758408,4.08672836022385,1.10228742939542,1.83956318409362,5.45354614938557,25.2794586485294,0.248096861061484,2.82182500829868,0.28189110731676,1.11648410372086,1.5654172068358,-0.271690506741878,-0.304761634859107,6.54014826106651,2.30397915813058,0.44937146827421,13.7839323586283,2.54115466945213,0.710317145193332
"AgDiv","AgDiv_Lithuania_a",3,"AgDiv_AgDiv_Lithuania_a_1_8","1_AgDiv_Lithuania_a","1","8_AgDiv_Lithuania_a","8",4,87.9726666666667,59.4737880312653,1.47918384852869,0.621517839774856,4,3.24120842163577,2.81561813518253,1.29709706772349,1.85315211341409,4.08672836022385,1.5729569488364,2.71519508705006,5.45354614938557,25.8282959366592,0.235504771200161,3.08038239207312,0.30486848444804,1.45720133771321,2.03165880940298,0.946171273817905,0.804142496391792,8.389621188389,2.39896694981766,0.57644815395607,13.7839323586283,2.54115466945213,0.710317145193332
"AgDiv","AgDiv_Lithuania_a",3,"AgDiv_AgDiv_Lithuania_a_1_9","1_AgDiv_Lithuania_a","1","9_AgDiv_Lithuania_a","9",4,124.62,89.8024040982099,1.38771340535286,0.195538814422094,4,1.8510070727759,1.59166580208306,0.502502469045935,0.620723007371424,4.08672836022385,0.554136877082566,0.803162365081065,5.45354614938557,24.9180026449863,0.258655614927973,2.75435623285844,0.253527380007624,0.975943532363349,1.21802003380659,-1.22893941656621,-1.02552178867976,4.80036277666001,2.30102940950021,0.329831371260811,13.7839323586283,2.54115466945213,0.710317145193332
"AgDiv","AgDiv_Lithuania_b",3,"AgDiv_AgDiv_Lithuania_b_1_1","1_AgDiv_Lithuania_b","1","1_AgDiv_Lithuania_b","1",4,167.573333333333,44.1578963047449,3.79486677030235,0.237412198620178,3,1.96562009884915,1.77110949935678,0.665363850810025,0.905147180078265,3.0436126862075,0.803306075688413,1.34961965574188,3.9934249918207,25.0912581811722,0.252453272647113,2.55741994810351,0.276906930630004,0.842397066937646,1.30095543698652,0.134910331569774,0.0387494803356662,3.33836757830214,2.49600274428812,0.237435975103769,9.82773694369145,4.15419738613384,0.506445466208647
"AgDiv","AgDiv_Lithuania_b",3,"AgDiv_AgDiv_Lithuania_b_1_10","1_AgDiv_Lithuania_b","1","10_AgDiv_Lithuania_b","10",4,269.503533333333,23.0393580569241,11.6975278854325,-0.218515506078461,2.66666666666667,1.12179525430073,1.04984143950046,0.114159431606931,0.148035149685878,2.20367691757812,0.139096394528846,0.222599438351604,3.15060977514179,24.7634956665546,0.26138889080641,2.35943559368191,0.256813001437349,0.59492724403032,0.934203248238878,-0.139486604102987,-0.0419635022804845,0.179830741703883,2.11373297039444,0.0140125373024567,9.77558623072192,5.92369224172415,0.503758022263587
"AgDiv","AgDiv_Lithuania_b",3,"AgDiv_AgDiv_Lithuania_b_1_11","1_AgDiv_Lithuania_b","1","11_AgDiv_Lithuania_b","11",4,254.161333333333,44.1492477467744,5.75686668074436,-0.323090016664185,2.66666666666667,1.25611283506531,1.13146283455658,0.201669451609058,0.204663332719135,2.00049701219115,0.220777321172979,0.260809977896089,2.53330383425583,24.7629096839116,0.261648669186512,2.42483306323729,0.254392135791811,0.652399036056636,0.961220630196828,-0.115309154788849,0.0117229270228371,1.63308841984847,7.93176275710627,0.162096303900646,15.5534272142186,11.7015332252208,0.801503208905435
"AgDiv","AgDiv_Lithuania_b",3,"AgDiv_AgDiv_Lithuania_b_1_12","1_AgDiv_Lithuania_b","1","12_AgDiv_Lithuania_b","12",1,107.247,81.5515962900454,1.31508155424164,NA,1,1,1,0,0,0,0,0,0,26.694146510059,0.204654500509617,2.68990462833321,0.41053610086913,1.32006406409405,2.78719662953016,1.19586671896409,-0.267653738965049,0,0,0,0,0,0
"AgDiv","AgDiv_Lithuania_b",3,"AgDiv_AgDiv_Lithuania_b_1_13","1_AgDiv_Lithuania_b","1","13_AgDiv_Lithuania_b","13",1,169.023666666667,112.177411468971,1.50675313731428,NA,1,1,1,0,0,0,0,0,0,24.7198863390298,0.262654550553231,2.34821266433543,0.253486697308689,0.575244389650014,0.890851199351255,-0.170997106753184,-0.0399749095943549,0,0,0,0,0,0
"AgDiv","AgDiv_Lithuania_b",3,"AgDiv_AgDiv_Lithuania_b_1_14","1_AgDiv_Lithuania_b","1","14_AgDiv_Lithuania_b","14",1,26.786,26.5220396308771,1.00995249131653,NA,1,1,1,0,0,0,0,0,0,25.0306036309531,0.259184202506662,3.91860649264075,0.223019486283238,2.02818936250812,1.82608444163951,0.611996312146454,1.16642789078833,0,0,0,0,0,0
"AgDiv","AgDiv_Lithuania_b",3,"AgDiv_AgDiv_Lithuania_b_1_15","1_AgDiv_Lithuania_b","1","15_AgDiv_Lithuania_b","15",1,0.580666666666667,0.203656276082714,2.85120929163426,NA,1,1,1,0,0,0,0,0,0,27.2467010699297,0.220151837524323,4.39116515566846,0.266285905052619,2.8510218600502,2.85012422277149,1.34171720934617,1.41834314621158,0,0,0,0,0,0
"AgDiv","AgDiv_Lithuania_b",3,"AgDiv_AgDiv_Lithuania_b_1_16","1_AgDiv_Lithuania_b","1","16_AgDiv_Lithuania_b","16",4,128.35,30.2124632199723,4.24824679356672,0.00486773792953551,3.33333333333333,1.69225703525204,1.40441204189047,0.618192962664145,0.834556006822194,4.08672836022385,0.768838754552594,1.27865224658574,5.45354614938557,25.3956529589888,0.243252991303002,2.5288433390044,0.303848837830557,0.885505944379941,1.55720429456232,0.313751305975299,-0.0621458264281024,1.86140327098902,2.11075175214061,0.128732285249747,9.87988765666099,2.38470253054354,0.509132910153707
"AgDiv","AgDiv_Lithuania_b",3,"AgDiv_AgDiv_Lithuania_b_1_17","1_AgDiv_Lithuania_b","1","17_AgDiv_Lithuania_b","17",4,266.850333333333,14.385636784549,18.5497755386085,0.796197038140209,2.66666666666667,1.21775201328944,1.09293362658951,0.19199359757729,0.257650890249381,2.02907512413833,0.226088340611691,0.366681201616924,2.66228332788047,24.7937666560154,0.260634665213908,2.37813094749046,0.258303431439781,0.617896577183707,0.965163776982138,-0.116253255100363,-0.0329996552546667,0.547086300960342,1.46316863812364,0.0395839956121324,9.137137526116,3.46359796855839,0.470857319517161
